Trending Percent,Response Score,City,Country,Public Health Capacity,Societal Strength,Economic Ability,Infrastructure,Collaborative Will,Spread Response,Treatment Response,Economic Response,Supply Chain Response
-5.7232,34.0,Bromley,United Kingdom,0,0,0,0,0,22.0,46.0,,
-5.82591,35.0,Hounslow,United Kingdom,0,0,0,0,0,18.0,52.0,,
-5.87207,38.0,Slough,United Kingdom,0,0,0,0,0,15.0,61.0,,
-5.89917,32.0,Croydon,United Kingdom,0,0,0,0,0,20.0,44.0,,
-5.91074,30.0,Knowsley,United Kingdom,0,0,0,0,0,11.0,49.0,,
-5.99011,39.0,Sri Jawewardenepura Kotte,Sri Lanka,64,62,60,0,57,22.0,,,61.0
-5.9902,43.0,Colombo,Sri Lanka,64,62,46,0,57,35.0,,36.0,61.0
-6.14059,29.0,Maidstone,United Kingdom,0,0,0,0,0,22.0,37.0,,
-6.28629,27.0,Wolverhampton,United Kingdom,0,0,0,0,0,17.0,38.0,,
-6.37471,40.0,Tlaxcala,Mexico,33,64,61,61,54,43.0,21.0,37.0,67.0
-6.62737,50.0,Braga,Portugal,69,81,70,90,60,17.0,71.0,41.0,78.0
-6.62737,51.0,Porto,Portugal,69,69,71,90,60,17.0,71.0,43.0,78.0
-6.63062,29.0,Lewes,United Kingdom,0,0,0,0,0,34.0,25.0,,
-6.63108,50.0,Oxford,United Kingdom,0,0,0,0,0,25.0,74.0,,
-6.67366,35.0,Norwich,United Kingdom,0,0,0,0,0,31.0,39.0,,
-6.76296,28.0,San Nicolas,Argentina,0,0,0,0,0,31.0,25.0,,
-6.94645,45.0,Cardiff,United Kingdom,67,70,78,96,61,23.0,,45.0,75.0
-7.03451,33.0,Zapala,Argentina,0,0,0,0,0,13.0,53.0,,
-7.12106,71.0,Santiago de Cuba,Cuba,53,61,0,81,65,74.0,91.0,42.0,67.0
-7.18561,47.0,Surakarta,Indonesia,47,63,45,75,65,66.0,23.0,29.0,74.0
-7.21813,30.0,Nueva Rosita,Mexico,0,0,0,0,0,38.0,23.0,,
-7.2246,44.0,Lisbon,Portugal,69,70,74,90,60,11.0,51.0,48.0,78.0
-7.5694,66.0,Abuja,Nigeria,32,45,22,80,47,66.0,86.0,26.0,73.0
-7.61909,46.0,Telsen,Argentina,0,0,0,0,0,18.0,73.0,,
-7.63285,23.0,Carlisle,United Kingdom,0,0,0,0,0,21.0,25.0,,
-7.90117,58.0,Rinconada,Argentina,0,0,0,0,0,27.0,90.0,,
-7.98234,39.0,Blantyre,Malawi,9,45,13,60,35,63.0,26.0,29.0,31.0
-8.33504,31.0,Chichester,United Kingdom,0,0,0,0,0,38.0,24.0,,
-9.61443,36.0,Durango,Mexico,0,0,0,0,0,48.0,24.0,,
-10.4445,73.0,St. John's,Canada,66,78,86,94,64,85.0,91.0,25.0,76.0
-10.8145,40.0,Monaco,Monaco,94,0,0,94,0,25.0,78.0,,8.0
-11.9394,48.0,Moroni,Comoros,18,49,25,64,24,74.0,30.0,36.0,
-11.9864,42.0,Ciudad Altamirano,Mexico,0,0,0,0,0,62.0,21.0,,
-14.2274,41.0,Natal,Brazil,71,64,54,88,40,28.0,38.0,35.0,69.0
-14.9241,45.0,Lusaka,Zambia,14,48,18,73,45,66.0,61.0,27.0,7.0
-34.6529,46.0,Belo Horizonte,Brazil,71,64,56,88,40,34.0,48.0,40.0,69.0
-1000000000.0,52.0,Herat,Afghanistan,18,49,13,71,36,,,37.0,67.0
-1000000000.0,,Andorra,Andorra,53,80,57,94,0,,,,78.0
-1000000000.0,59.0,Huambo,Angola,6,40,25,59,33,,,34.0,83.0
-1000000000.0,,The Valley,Anguilla,0,0,0,0,0,,,35.0,
-1000000000.0,38.0,Saint John's,Antigua and Barbuda,69,67,0,86,0,,,31.0,45.0
-1000000000.0,45.0,Yerevan,Armenia,72,71,54,89,58,,,19.0,71.0
-1000000000.0,46.0,Oranjestad,Aruba,0,69,50,98,0,,,18.0,74.0
-1000000000.0,,Australian Capital Territory,Australia,0,0,0,0,0,,,,
-1000000000.0,55.0,Baku,Azerbaijan,71,55,54,90,72,,,40.0,70.0
-1000000000.0,49.0,Nassau,Bahamas,65,67,43,90,67,,,30.0,68.0
-1000000000.0,54.0,Manama,Bahrain,62,62,37,93,69,,,32.0,75.0
-1000000000.0,21.0,Bridgetown,Barbados,70,59,33,92,70,,,22.0,21.0
-1000000000.0,44.0,Minsk,Belarus,79,70,61,93,54,,,37.0,50.0
-1000000000.0,,Cotonou,Benin,8,45,19,59,36,,,28.0,
-1000000000.0,53.0,Hamilton,Bermuda,78,0,78,99,0,,,54.0,53.0
-1000000000.0,,Road Town,British Virgin Islands,29,0,0,98,0,,,45.0,
-1000000000.0,58.0,Ouagadougou,Burkina Faso,8,42,26,70,31,,,24.0,93.0
-1000000000.0,66.0,Gitega,Burundi,10,42,8,52,48,,,38.0,94.0
-1000000000.0,51.0,Yaounde,Cameroon,10,44,27,78,43,,,35.0,67.0
-1000000000.0,51.0,Douala,Cameroon,35,43,27,79,43,,,35.0,67.0
-1000000000.0,47.0,Praia,Cape Verde,30,49,52,82,50,,,12.0,83.0
-1000000000.0,61.0,George Town,Cayman Islands,0,0,0,97,0,,,50.0,71.0
-1000000000.0,,Bangui,Central African Republic,6,40,6,43,32,,,36.0,
-1000000000.0,54.0,Santiago,Chile,68,72,70,91,51,,,50.0,59.0
-1000000000.0,57.0,Anqing,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Bengbu,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Hefei,China,67,62,64,88,60,,,51.0,72.0
-1000000000.0,57.0,Huaibei,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Huainan,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Luan,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Maanshan,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Tongling,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Wuhu,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xuanzhou,China,67,59,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Beijing,China,67,66,65,88,60,,,52.0,72.0
-1000000000.0,60.0,Changping,China,67,68,63,88,60,,,48.0,72.0
-1000000000.0,58.0,Chongqing,China,67,59,61,88,60,,,44.0,72.0
-1000000000.0,57.0,Wanzhou,China,67,52,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Quanzhou,China,67,57,60,88,60,,,43.0,72.0
-1000000000.0,61.0,Xiamen,China,67,57,64,88,60,,,51.0,72.0
-1000000000.0,57.0,Zhangzhou,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Lanzhou,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Linxia,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Tianshui,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Dongguan,China,67,52,63,88,60,,,48.0,72.0
-1000000000.0,60.0,Foshan,China,67,68,63,88,60,,,48.0,72.0
-1000000000.0,64.0,Guangzhou,China,67,63,66,88,60,,,55.0,72.0
-1000000000.0,57.0,Jiangmen,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Maoming,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Qingyuan,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shantou,China,67,64,60,88,60,,,42.0,72.0
-1000000000.0,57.0,Shaoguan,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,65.0,Shenzhen,China,67,54,67,88,60,,,57.0,72.0
-1000000000.0,57.0,Yangjiang,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhanjiang,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,63.0,Zhuhai,China,67,61,65,88,60,,,53.0,72.0
-1000000000.0,57.0,Beihai,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Guilin,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Hechi,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Liuzhou,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,58.0,Nanning,China,67,63,61,88,60,,,44.0,72.0
-1000000000.0,57.0,Anshun,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Guiyang,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Lupanshui,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xingyi,China,67,57,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zunyi,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Haikou,China,48,57,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Baoding,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Cangzhou,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Handan,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Langfang,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Qinhuangdao,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,59.0,Shijianzhuang,China,67,64,62,88,60,,,46.0,72.0
-1000000000.0,61.0,Tangshan,China,67,63,64,88,60,,,51.0,72.0
-1000000000.0,57.0,Xiangtai,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhangjiakou,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhuozhou,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,65.0,Daqing,China,67,59,68,88,60,,,58.0,72.0
-1000000000.0,59.0,Harbin,China,67,63,62,88,60,,,46.0,72.0
-1000000000.0,57.0,Hegang,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jiamusi,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jixi,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Mudangiang,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Qiqihar,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shuangyashan,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yichun,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Anyang,China,48,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jiaozuo,China,48,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Kaifeng,China,48,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Luoyang,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Nanyang,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Pingdingshan,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Puyang,China,48,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shangqiu,China,48,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xinxiang,China,48,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xinyang,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Zhengzhou,China,48,63,62,88,60,,,47.0,72.0
-1000000000.0,57.0,Zhumadian,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Huangshi,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jianmen,China,67,58,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Shashi,China,67,68,63,88,60,,,48.0,72.0
-1000000000.0,57.0,Shiyan,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Wuhan,China,70,65,65,88,60,,,52.0,72.0
-1000000000.0,57.0,Xiangfan,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xiantao,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yichang,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Changde,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,63.0,Changsha,China,48,62,65,88,60,,,53.0,72.0
-1000000000.0,57.0,Hengyang,China,48,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Huaihua,China,48,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xiangtan,China,48,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yiyang,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yongzhou,China,48,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yueyang,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhuzhou,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,65.0,Baotou,China,48,65,67,88,60,,,58.0,72.0
-1000000000.0,57.0,Chifeng,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Hohhot,China,48,65,65,88,60,,,52.0,72.0
-1000000000.0,57.0,Tongliao,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,64.0,Changzhou,China,67,63,67,88,60,,,56.0,72.0
-1000000000.0,57.0,Huaiyin,China,67,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Lianyungang,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,64.0,Nanjing,China,67,63,67,88,60,,,56.0,72.0
-1000000000.0,60.0,Nantong,China,67,62,63,88,60,,,49.0,72.0
-1000000000.0,57.0,Shuyang,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,68.0,Suzhou,China,67,60,71,88,60,,,65.0,72.0
-1000000000.0,67.0,Wuxi,China,67,63,70,88,60,,,62.0,72.0
-1000000000.0,57.0,Xinyi,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,59.0,Xuzhou,China,67,63,62,88,60,,,46.0,72.0
-1000000000.0,57.0,Yancheng,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yangzhou,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhenjiang,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Ganzhou,China,48,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jian,China,48,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jiujiang,China,48,63,60,88,60,,,43.0,72.0
-1000000000.0,61.0,Nanchang,China,48,60,63,88,60,,,50.0,72.0
-1000000000.0,57.0,Pingxiang,China,48,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shangrao,China,48,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xinyu,China,48,61,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Changchun,China,67,65,63,88,60,,,48.0,72.0
-1000000000.0,57.0,Liaoyuan,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,61.0,Anshan,China,67,65,64,88,60,,,50.0,72.0
-1000000000.0,57.0,Benxi,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,65.0,Dalian,China,67,63,67,88,60,,,57.0,72.0
-1000000000.0,57.0,Dandong,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Fushun,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Fuxin,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jinxi,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jinzhou,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Liaoyang,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Lingyuan,China,67,60,60,88,60,,,43.0,72.0
-1000000000.0,63.0,Shenyeng,China,67,64,66,88,60,,,54.0,72.0
-1000000000.0,57.0,Yingkow,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yinchuan,China,67,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Xining,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Ankang,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Baoji,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,59.0,Xian,China,67,69,62,88,60,,,47.0,72.0
-1000000000.0,57.0,Xianyang,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Heze,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,61.0,Jinan,China,67,63,64,88,60,,,50.0,72.0
-1000000000.0,57.0,Jining,China,67,66,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Linyi,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Qingdao,China,67,63,65,88,60,,,52.0,72.0
-1000000000.0,57.0,Rizhao,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Taian,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Weifang,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Weihai,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,61.0,Yantai,China,67,60,64,88,60,,,51.0,72.0
-1000000000.0,57.0,Zaozhuang,China,67,54,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhucheng,China,67,56,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Zibo,China,67,63,64,88,60,,,51.0,72.0
-1000000000.0,62.0,Shanghai,China,67,68,65,88,60,,,53.0,72.0
-1000000000.0,57.0,Changzhi,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Datong,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jincheng,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Linfen,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shuozhou,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Taiyuan,China,67,65,62,88,60,,,47.0,72.0
-1000000000.0,57.0,Yangquan,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yuci,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,60.0,Chengdu,China,67,66,63,88,60,,,48.0,72.0
-1000000000.0,57.0,Leshan,China,67,57,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Luzhou,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Mianyang,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Nanchong,China,67,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Neijiang,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Suining,China,67,56,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Yibin,China,67,62,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zigong,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Tianjin,China,67,64,65,88,60,,,53.0,72.0
-1000000000.0,57.0,Lhasa,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Kashgar,China,67,60,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Shihezi,China,67,63,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Urumqi,China,67,63,65,88,60,,,52.0,72.0
-1000000000.0,57.0,Baoshan,China,67,57,60,88,60,,,43.0,72.0
-1000000000.0,59.0,Kunming,China,67,62,62,88,60,,,46.0,72.0
-1000000000.0,57.0,Zhanyi,China,67,58,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Zhaotang,China,67,53,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Fuyang,China,67,65,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Hangzhou,China,67,60,65,88,60,,,53.0,72.0
-1000000000.0,57.0,Huzhou,China,67,53,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jiaxing,China,67,61,60,88,60,,,43.0,72.0
-1000000000.0,57.0,Jinhua,China,67,64,60,88,60,,,43.0,72.0
-1000000000.0,62.0,Ningbo,China,67,64,65,88,60,,,52.0,72.0
-1000000000.0,57.0,Shaoxing,China,67,56,60,88,60,,,43.0,72.0
-1000000000.0,58.0,Wenzhou,China,67,61,61,88,60,,,45.0,72.0
-1000000000.0,43.0,Willemstad,Curacao,0,0,0,0,0,,,15.0,71.0
-1000000000.0,59.0,Nicosia,Cyprus,49,68,70,90,57,,,43.0,74.0
-1000000000.0,45.0,Lubumbashi,Democratic Republic of the Congo,9,40,14,61,32,,,37.0,54.0
-1000000000.0,45.0,Kananga,Democratic Republic of the Congo,9,40,14,19,32,,,37.0,54.0
-1000000000.0,45.0,Mbuji-Mayi,Democratic Republic of the Congo,9,39,14,51,32,,,37.0,54.0
-1000000000.0,45.0,Kinshasa,Democratic Republic of the Congo,9,33,14,67,32,,,37.0,54.0
-1000000000.0,45.0,Kikwit,Democratic Republic of the Congo,9,46,14,50,32,,,37.0,54.0
-1000000000.0,45.0,Kisangani,Democratic Republic of the Congo,9,38,14,50,32,,,37.0,54.0
-1000000000.0,65.0,Copenhagen,Denmark,69,74,86,94,63,,,55.0,74.0
-1000000000.0,,Djibouti,Djibouti,16,46,30,67,55,,,,63.0
-1000000000.0,,Roseau,Dominica,36,74,0,0,0,,,7.0,
-1000000000.0,,Dili,East Timor,54,54,23,81,0,,,,26.0
-1000000000.0,53.0,El Mansura,Egypt,57,61,47,86,50,,,29.0,77.0
-1000000000.0,53.0,Damanhur,Egypt,30,61,47,86,50,,,29.0,77.0
-1000000000.0,54.0,Alexandria,Egypt,61,56,48,86,50,,,32.0,77.0
-1000000000.0,53.0,Ismailia,Egypt,57,63,47,86,50,,,29.0,77.0
-1000000000.0,55.0,El Giza,Egypt,56,59,50,86,50,,,34.0,77.0
-1000000000.0,53.0,El Minya,Egypt,55,61,47,86,50,,,29.0,77.0
-1000000000.0,54.0,Cairo,Egypt,63,58,48,86,50,,,32.0,77.0
-1000000000.0,53.0,Luxor,Egypt,55,61,47,86,50,,,29.0,77.0
-1000000000.0,53.0,Suez,Egypt,58,60,47,86,50,,,29.0,77.0
-1000000000.0,53.0,Bur Said,Egypt,59,60,47,85,50,,,29.0,77.0
-1000000000.0,53.0,Sohag,Egypt,30,60,47,86,50,,,29.0,77.0
-1000000000.0,34.0,Malabo,Equatorial Guinea,15,45,0,54,45,,,38.0,31.0
-1000000000.0,,Ciudad de la Paz,Equatorial Guinea,15,44,0,60,45,,,,31.0
-1000000000.0,60.0,Asmara,Eritrea,16,46,0,50,48,,,36.0,84.0
-1000000000.0,,Stanley,Falkland Islands (Malvinas),0,0,0,0,0,,,,
-1000000000.0,31.0,Suva,Fiji,64,59,53,0,47,,,6.0,57.0
-1000000000.0,63.0,Helsinki,Finland,77,72,84,94,65,,,55.0,72.0
-1000000000.0,,Cayenne,French Guiana,77,67,0,0,0,,,,
-1000000000.0,60.0,Libreville,Gabon,32,59,51,79,35,,,37.0,83.0
-1000000000.0,50.0,Tbilisi,Georgia,64,65,49,63,50,,,41.0,60.0
-1000000000.0,,Braunschweig,Germany,0,0,0,0,0,,,,
-1000000000.0,,Aachen,Germany,0,0,0,0,0,,,,
-1000000000.0,,Duren,Germany,0,0,0,0,0,,,,
-1000000000.0,,Monchengladbach,Germany,0,0,0,0,0,,,,
-1000000000.0,,Munster,Germany,0,0,0,0,0,,,,
-1000000000.0,,Gorlitz,Germany,0,0,0,0,0,,,,
-1000000000.0,34.0,Kumasi,Ghana,46,56,32,79,37,,,35.0,32.0
-1000000000.0,34.0,Accra,Ghana,46,55,32,82,37,,,35.0,32.0
-1000000000.0,,Gibraltar,Gibraltar,0,0,0,0,0,,,,68.0
-1000000000.0,25.0,Saint George's,Grenada,72,72,7,80,0,,,22.0,27.0
-1000000000.0,,Basse-Terre,Guadeloupe,0,71,0,0,0,,,,
-1000000000.0,,Saint Peter Port,Guernsey,0,0,0,0,0,,,,16.0
-1000000000.0,,Conakry,Guinea,6,45,20,78,46,,,35.0,
-1000000000.0,,Bissau,Guinea-Bissau,8,43,6,55,30,,,,
-1000000000.0,21.0,Georgetown,Guyana,52,61,39,81,38,,,41.0,1.0
-1000000000.0,51.0,Silvassa,India,22,57,35,78,67,,,29.0,72.0
-1000000000.0,49.0,Karaj,Iran,50,63,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Hamadan,Iran,50,65,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Mashhad,Iran,50,65,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Ahvaz,Iran,30,66,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Zahedan,Iran,30,65,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Urmia,Iran,50,65,59,82,58,,,22.0,77.0
-1000000000.0,49.0,Tabriz,Iran,50,65,59,82,58,,,22.0,77.0
-1000000000.0,54.0,Dublin,Ireland,74,80,84,91,61,,,33.0,75.0
-1000000000.0,,Douglas,Isle of Man,0,0,0,0,0,,,,58.0
-1000000000.0,61.0,Haifa,Israel,54,71,77,93,68,,,47.0,76.0
-1000000000.0,62.0,Tel Aviv-Yafo,Israel,54,70,77,93,68,,,47.0,76.0
-1000000000.0,62.0,Jerusalem,Israel,54,71,77,93,68,,,47.0,76.0
-1000000000.0,61.0,Turin,Italy,67,76,73,90,56,,,49.0,74.0
-1000000000.0,45.0,Abidjan,Ivory Coast,8,44,19,79,29,,,35.0,56.0
-1000000000.0,54.0,Kingston,Jamaica,55,61,49,0,42,,,36.0,72.0
-1000000000.0,,Saint Helier,Jersey,0,0,0,0,0,,,,86.0
-1000000000.0,56.0,Amman,Jordan,59,60,52,89,55,,,31.0,82.0
-1000000000.0,56.0,Az Zarqa,Jordan,59,58,52,89,55,,,31.0,82.0
-1000000000.0,56.0,Irbid,Jordan,35,60,52,89,55,,,31.0,82.0
-1000000000.0,69.0,Kuwait,Kuwait,68,56,73,86,57,,,63.0,74.0
-1000000000.0,50.0,Vientiane,Laos,49,52,25,50,50,,,37.0,63.0
-1000000000.0,43.0,Maseru,Lesotho,41,49,36,73,35,,,33.0,52.0
-1000000000.0,53.0,Monrovia,Liberia,8,54,16,66,37,,,37.0,69.0
-1000000000.0,,Vaduz,Liechtenstein,59,91,96,0,0,,,,79.0
-1000000000.0,67.0,Luxembourg,Luxembourg,78,72,88,95,61,,,61.0,73.0
-1000000000.0,55.0,Johor Bahru,Malaysia,55,57,64,85,70,,,40.0,70.0
-1000000000.0,55.0,Kota Baharu,Malaysia,55,58,64,85,70,,,40.0,70.0
-1000000000.0,61.0,Kuala Lumpur,Malaysia,55,58,71,85,70,,,51.0,70.0
-1000000000.0,55.0,Malacca,Malaysia,55,59,64,85,70,,,40.0,70.0
-1000000000.0,55.0,Ipoh,Malaysia,55,60,64,85,70,,,40.0,70.0
-1000000000.0,55.0,Butterworth,Malaysia,55,57,64,85,70,,,40.0,70.0
-1000000000.0,56.0,George Town,Malaysia,55,66,64,85,70,,,41.0,70.0
-1000000000.0,55.0,Kota Kinabalu,Malaysia,55,59,64,85,70,,,40.0,70.0
-1000000000.0,55.0,Kuching,Malaysia,55,59,64,85,70,,,40.0,70.0
-1000000000.0,56.0,Kelang,Malaysia,55,66,64,85,70,,,41.0,70.0
-1000000000.0,51.0,Male,Maldives,67,49,56,87,46,,,35.0,67.0
-1000000000.0,63.0,Valletta,Malta,74,80,75,92,66,,,49.0,76.0
-1000000000.0,,Fort-de-France,Martinique,0,76,0,0,0,,,,
-1000000000.0,20.0,Port Louis,Mauritius,68,67,53,89,52,,,24.0,16.0
-1000000000.0,,Mamoudzou,Mayotte,50,56,0,0,0,,,,
-1000000000.0,48.0,Chisinau,Moldova,74,69,63,90,47,,,20.0,76.0
-1000000000.0,51.0,Ulaanbaatar,Mongolia,51,61,51,81,48,,,20.0,82.0
-1000000000.0,,Plymouth,Montserrat,0,0,0,0,0,,,,
-1000000000.0,52.0,Fez,Morocco,53,55,53,86,40,,,27.0,78.0
-1000000000.0,52.0,Meknes,Morocco,29,56,53,86,40,,,27.0,78.0
-1000000000.0,51.0,Windhoek,Namibia,47,59,42,77,40,,,25.0,77.0
